user-id|,text|,topic|,thread-id|,time|,post-id|,replyTo|,replyBy|
Kr2X,"@MariaCespedesc @PCaterianoB @pcmperu el voto del Frepap es el resultado de haber escuchado el discurso de P. Cateriano ante el favor de las mineras, entrar al juego de ""Frepap tiene la culpa"", no es mas que la distracción del supuesto chanteje que existe por SUNEDU, muchos exitos !",covid-19,1291096327137501184,2020-08-05 19:38:46,196,MariaCespedesc,Kr2X
nanobox34,@MariaCespedesc @MilagrosLeivaG @PCaterianoB @pcmperu En abril el pueblo se encargará de juzgarlos . Gocen su último tiempo en este congreso,covid-19,1291096258363494400,2020-08-05 19:38:30,197,MariaCespedesc,nanobox34
EtsyTopSources,"@MariaCespedesc @PCaterianoB @pcmperu Frepap, aprendan a escuchar, a analizar, Y ABRIR SUS MENTES.

Si yo fuera presidente, 

LES METO LAS MINERAS ASI LES GUSTE O NO, 

ASI LLOREN, PATALEEN, RENIEGEN, ETC.

SE LAS METO Y PUNTO.

HAY QUE ACTUAR COMO UN CERRADO DE MENTE PARA OTRO CERRADO DE MENTE.

Qtal concha.",covid-19,1291096080558575617,2020-08-05 19:37:47,198,MariaCespedesc,EtsyTopSources
CarlosD70119011,@MariaCespedesc @PCaterianoB @pcmperu Bendiciones ahora estamos representados por el peru.,covid-19,1291095279366582272,2020-08-05 19:34:36,199,MariaCespedesc,CarlosD70119011
aparic_angel,"@MariaCespedesc @PCaterianoB @pcmperu Si son anticorrupción por qué emplean a sus creyentes y cobra el Pastor, eso es trata, esclavitud ...",covid-19,1291095142015926272,2020-08-05 19:34:03,200,MariaCespedesc,aparic_angel
CarlosD70119011,@MariaCespedesc @PCaterianoB @pcmperu Adelante sr asi se habla bendiciones,covid-19,1291094795314757636,2020-08-05 19:32:41,201,MariaCespedesc,CarlosD70119011
car_berrio311,"@MariaCespedesc @PCaterianoB @pcmperu El frepap cayó de ingenuo en los juegos de las otras bancadas, son muy inocentes para ver que esto no le hizo bien al país; es más lo dividió aún peor, y si son fundamentalistas religiosos y el Perú recordara esta acción en las elecciones",covid-19,1291094673294086145,2020-08-05 19:32:12,202,MariaCespedesc,car_berrio311
coporaque1,"@MariaCespedesc @PCaterianoB @pcmperu Jajaja.
Lo que más le debe haber ardido  @PCaterianoB es que le digan #luzVerde.",covid-19,1291094581107449863,2020-08-05 19:31:50,203,MariaCespedesc,coporaque1
Roxanaderojas,@MariaCespedesc @PCaterianoB @pcmperu Lucha contra la corrupción prestándose al juego de CORRUPTOS???,covid-19,1291094269403500550,2020-08-05 19:30:35,204,MariaCespedesc,Roxanaderojas
SoniaGarro5,@MariaCespedesc @PCaterianoB @pcmperu No señores y señoras de FREPAP esta vez ustedes solo se cerraron en sus ideologías y no pensaron en este momento desgarrador casi desesperante que se está viviendo por la pandemia. Pensé que ustedes podrían ser diferentes y tener más humanidad.,covid-19,1291093098412625920,2020-08-05 19:25:56,205,MariaCespedesc,SoniaGarro5
ChincheSi,"@MariaCespedesc @PCaterianoB @pcmperu Señora y qué pasó con la reforma de los sistemas de jubilación? ONP y AFP.
Y los funcionarios del BCR?",covid-19,1291092503156924418,2020-08-05 19:23:34,206,MariaCespedesc,ChincheSi
kike_cruz1971,"@MariaCespedesc @EmilioSalcedoT @PCaterianoB @pcmperu Eso nos pasa por poner grntr incapacaz que solo obedece a sus dirigentes, cual ganado y no piensa como sacar adelante al pais y no estoy a favor de Vizcarra pero si en contra de poner trabas sin aportar nada coherente, gente que aun espera que su dirigente va a resucitar ...",covid-19,1291092432218738688,2020-08-05 19:23:17,207,MariaCespedesc,kike_cruz1971
Jhobellidof1eb2,@MariaCespedesc @PCaterianoB @pcmperu Como partido dada la coyuntura no era el momento para darle l espalda al Perú .,covid-19,1291092400237158403,2020-08-05 19:23:10,208,MariaCespedesc,Jhobellidof1eb2
franconahs,"@MariaCespedesc @PCaterianoB @pcmperu Debut y despedida, no pensaron el ¿por qué? Estan ahí sentados. Ahora solo le hacen juego a la corrupción que 50 años nos viene dañando.",covid-19,1291092302795018244,2020-08-05 19:22:46,209,MariaCespedesc,franconahs
Freddy05340750,@MariaCespedesc @PCaterianoB @pcmperu Apoyaron a congresistas ladrones... q ascoo  🤮🤮🤮🤮🤮    acaso no ven con quienes trabajan...     no saben pensar grupo de ideitas,covid-19,1291091940461682691,2020-08-05 19:21:20,210,MariaCespedesc,Freddy05340750
AfepDiaz13,"@MariaCespedesc @PCaterianoB @pcmperu Su partido político en el Congreso demostró no estar a la altura de la situación de emergencia en la que vivimos, al igual que el resto de las bancadas, son una verdadera decepción!! Mucha irresponsabilidad e inmadurez, no quieren al Perú!!",covid-19,1291091864049811459,2020-08-05 19:21:02,211,MariaCespedesc,AfepDiaz13
hesaraviam,"@MariaCespedesc @PCaterianoB @pcmperu Creo que muchos rechazamos las palabras del Sr. Cateriano, pero también rechazamos el voto del Frepap en contra de la confianza del gabinete. Su agrupación, sin darse cuenta, le está haciendo el juego a los partidos corruptos. Reaccionen y recapaciten, Uds. pueden hacerlo.",covid-19,1291091747200733186,2020-08-05 19:20:34,212,MariaCespedesc,hesaraviam
LopezHartley,"@MariaCespedesc @PCaterianoB @pcmperu Le recomendamos leer la BIBLIA; sobre todo PROVERBIOS y así entienda el mensaje q Dios transmitió a Salomón designando claramente el castigo para los IMPÍOS y traidores del pueblo.
Después; todo congresista innoble debe ir a la CÁRCEL para dejar un precedente con justicia social.",covid-19,1291091372246786048,2020-08-05 19:19:05,213,MariaCespedesc,LopezHartley
JasonPierre7,"@MariaCespedesc @PCaterianoB @pcmperu Ustedes por su inexperiencia la jodieron también, por mantener una posición diaque para el. Pueblo, miren lo que han generado. Cuantas muertes mas mientras no hay ministro de salud? Irresponsables!",covid-19,1291091044663205890,2020-08-05 19:17:47,214,MariaCespedesc,JasonPierre7
basurtozegarra,@MariaCespedesc @PCaterianoB @pcmperu 🇵🇪 DESPIERTA PERÚ https://t.co/Y8mWgr9TQv,covid-19,1291091036094291972,2020-08-05 19:17:44,215,MariaCespedesc,basurtozegarra
Omar63378711,"@MariaCespedesc @PCaterianoB @pcmperu Tire su cv mamita, siga con diosito nomás haber si deja de joder al perú! Cuando yo sea presidente voy a eliminar a partidos como el suyo que sólo le hacen daño a la sociedad",covid-19,1291090952002703362,2020-08-05 19:17:24,216,MariaCespedesc,Omar63378711
Judycastro2,"@MariaCespedesc @PCaterianoB @pcmperu Y apoyaron la investigación de la Sunedu? 
En vez de preocuparse por los miles de alumnos estafados por Miles de millones de soles y con años de vida por los que deben ser indemnizados!",covid-19,1291090837078671360,2020-08-05 19:16:57,217,MariaCespedesc,Judycastro2
CLC_PE,@MariaCespedesc @PCaterianoB @pcmperu Pero cómo? La corrupción de los partidos interesados en tirarse abajo los avances y mejoras en educación no les interesa? Puede ser q se sientan ofendidos y necesiten unas disculpas si los hace sentir mejor pero la votación del #FREPAP ha sido indolente ante la crisis #Covid.,covid-19,1291090434794676225,2020-08-05 19:15:21,218,MariaCespedesc,CLC_PE
JesusVA68509600,@MariaCespedesc @PCaterianoB @pcmperu Son un monton de entusiastas populistas...dinero de su bolsillo no va a salir para el erario nacional,covid-19,1291090294855864326,2020-08-05 19:14:48,219,MariaCespedesc,JesusVA68509600
Mario84Sj,"@MariaCespedesc @MilagrosLeivaG @PCaterianoB @pcmperu Y pk el congreso denegó la confianza a un gabinete que recién empezaba? Estamos perdiendo ante la Pandemia y Uds paralizan el estado!!! A mitad de tiempo perdemos x goleada! Si alguien se lesiona ingresa el sgte así no juegue bien, no se puede perder ni un minuto",covid-19,1291089880513118209,2020-08-05 19:13:09,220,MariaCespedesc,Mario84Sj
AIRMECCCARLOS,@MariaCespedesc @PCaterianoB @pcmperu CLARAMENTE SE VE LA VENGANZA DE LOS EXCONGRESITAS Q AHORA SON ASESORES DEL CONGRESO. K,covid-19,1291089250256134145,2020-08-05 19:10:39,221,MariaCespedesc,AIRMECCCARLOS
NormaBPizarro,@MariaCespedesc @PCaterianoB @pcmperu Lo q dijo Catereano es cierto y lo vemos en entrevistas y lo q pasa en el congreso da mucho q desear.,covid-19,1291088981745074179,2020-08-05 19:09:35,222,MariaCespedesc,NormaBPizarro
amuribe,"@MariaCespedesc @marialecampos @PCaterianoB @pcmperu Queremos ver una denuncia y desaforo a @MerinoDeLama por chantaje, ahi te creo.",covid-19,1291088624134627330,2020-08-05 19:08:09,223,MariaCespedesc,amuribe
Felix66817911,"@MariaCespedesc @PCaterianoB @pcmperu Es la verdad, pecan de ingenuos. Hasta para enfrentar a la corrupción, uno debe conocer bien el estado, tener conocimiento y sensatez para atacar a la corrupción. FREPAP, demostró una ignorancia total y sirvió de tontos útiles...",covid-19,1291088514528968704,2020-08-05 19:07:43,224,MariaCespedesc,Felix66817911
filliquin,"@MariaCespedesc @martinhidalgo @PCaterianoB @pcmperu @MariaCespedesc es ud. una fanática teocrática que cree que gritando le harán más caso, debería ser respondable y no populista, entienda, @FrepapBancada, es producto de un electorado cansado de partidos políticos tradicionales quemados, no porque uds sean lo más adecuado.",covid-19,1291088404537647105,2020-08-05 19:07:17,225,MariaCespedesc,filliquin
peruchito30,"@MariaCespedesc @PCaterianoB @pcmperu No soy del ala Caviar, pero ha dicho lo que muchos pensamos. Ustedes NO tienen experiencia política y son unos inexpertos. Nunca han dirigido un Ejecutivo.",covid-19,1291088399798075393,2020-08-05 19:07:16,226,MariaCespedesc,peruchito30
julber_04,@MariaCespedesc @martinhidalgo @PCaterianoB @pcmperu En abril sabremos si el respaldo se mantiene,covid-19,1291088324308996100,2020-08-05 19:06:58,227,MariaCespedesc,julber_04
WALTERJAVM,@MariaCespedesc @PCaterianoB @pcmperu Torpe decisión dejarse jalar por el partido de luna. Es el fin de tu secta. No vengas a engañar de los tablets o universidad utp. UDs ya lo tenían planificado. Espero que Ezequiel resucite y los castigue con chicote por sonsos. @congresoperu,covid-19,1291087971190542341,2020-08-05 19:05:34,228,MariaCespedesc,WALTERJAVM
luzmila_er,"@MariaCespedesc @MilagrosLeivaG @PCaterianoB @pcmperu Ustedes nacieron militantes, borregos sin pensamiento propio y peor aun sin educación sin el menor esfuerzo por aprender y entender que en democracia se pueden cambiar cosas en favor de todos, pero no así a ciegas!",covid-19,1291087843230724099,2020-08-05 19:05:03,229,MariaCespedesc,luzmila_er
OrtizSayago,@MariaCespedesc @MilagrosLeivaG @PCaterianoB @pcmperu Los taper naranja se los almorzaron con zapato y todo.....ayayayayyyyy pobre mi Perú....a los del pescadito le hicieron pagar derecho de piso.,covid-19,1291087743125266439,2020-08-05 19:04:39,230,MariaCespedesc,OrtizSayago
Leonidlazosalas,"@MariaCespedesc @PCaterianoB @pcmperu Rechazamos la actitud sumisa y alejada de la realidad del grupo @FrepapPeru, lamentable que se guíen por su fanatismo más que por el bien común.",covid-19,1291087699114369024,2020-08-05 19:04:29,231,MariaCespedesc,Leonidlazosalas
Nayd1313,@MariaCespedesc @MilagrosLeivaG @PCaterianoB @pcmperu Ignorancia,covid-19,1291087402916892677,2020-08-05 19:03:18,232,MariaCespedesc,Nayd1313
CartoonPita,@MariaCespedesc @PCaterianoB @pcmperu Dejen el populismo,covid-19,1291086566455218176,2020-08-05 18:59:59,233,MariaCespedesc,CartoonPita
JBA180188,@MariaCespedesc @PCaterianoB @pcmperu Que dice la biblia sobre los mafiosos que lavan dinero con sus narco universidades,covid-19,1291086544154001408,2020-08-05 18:59:54,234,MariaCespedesc,JBA180188
Nrosmeri,@MariaCespedesc @PCaterianoB @pcmperu Disculpa pero creo que no sabes ni siquiera dónde estas!  Crees que la religión resolverá los problemas que existen en nuestra sociedad?,covid-19,1291086438759567360,2020-08-05 18:59:28,235,MariaCespedesc,Nrosmeri
Luiggino1992,@MariaCespedesc @PCaterianoB @pcmperu Se lo ganaron a pulso... bien merecido se lo tienen.,covid-19,1291086265350328320,2020-08-05 18:58:47,236,MariaCespedesc,Luiggino1992
roberto20015807,@MariaCespedesc @MilagrosLeivaG @PCaterianoB @pcmperu Pero no saben nada de nada de como se maneja el estado. Son importantes en ese tema recién están aprendiendo y para mí no es ninguna ofensa. Todos ignoramos cosas no por eso debemos sentir vergüenza se aprende punto. El tiempo no les va a dar quedan 8 meses y se van,covid-19,1291086160387874817,2020-08-05 18:58:22,237,MariaCespedesc,roberto20015807
mercedes220894,"@MariaCespedesc @PCaterianoB @pcmperu hoja de vida de la congresista
solo tiene secundaria
ojala que con el dineral que va a ganar estudie una carrera universitaria y sea una persona de bien
porque ahora es una burra en el congreso @PCaterianoB @MartinVizcarraC #ElPeruSeRespeta #UnCongresoSinBrutos https://t.co/X0Pg6MlzhK",covid-19,1291086149654650880,2020-08-05 18:58:19,238,MariaCespedesc,mercedes220894
EzardMartinez,"@MariaCespedesc @PCaterianoB @pcmperu No hagan caso, de lo que diga el señor Cateriano, o cualquier otro resentido.",covid-19,1291086040510406659,2020-08-05 18:57:53,239,MariaCespedesc,EzardMartinez
arivera121,"@MariaCespedesc @MilagrosLeivaG @PCaterianoB @pcmperu Estan ahi de favor, xq todos los que votaron xustedes son las personas q no quisieron votar viciado y nunca pensaron que iban a ser tantos, si piensan que estan en el cogreso por merito entonces sigan viviendo engañados",covid-19,1291085890564096001,2020-08-05 18:57:18,240,MariaCespedesc,arivera121
miguelRR021,@MariaCespedesc @PCaterianoB @pcmperu Cateriano mostrando su verdadero rostro.... Ese señor pertenece al grupo de amigos Caviares.....,covid-19,1291085691527495687,2020-08-05 18:56:30,241,MariaCespedesc,miguelRR021
SermonDel,@MariaCespedesc @PCaterianoB @pcmperu Yo los rechazo a ustedes sarta de irresponsables e incompetentes.,covid-19,1291085616483045376,2020-08-05 18:56:12,242,MariaCespedesc,SermonDel
JulioCe16148082,@MariaCespedesc @PCaterianoB @pcmperu ¿Y cual es el resultado de la lucha contra la corrupción que dicen tener?.,covid-19,1291085261246521347,2020-08-05 18:54:48,243,MariaCespedesc,JulioCe16148082
Alberto78522154,"@MariaCespedesc @PCaterianoB @pcmperu Una consulta, están en contra de la minería, por qué? A favor de la agricultura, para sembrar coca? Le agradecería su respuesta...",covid-19,1291085111837044738,2020-08-05 18:54:12,244,MariaCespedesc,Alberto78522154
Daniel2986,@MariaCespedesc @PCaterianoB @pcmperu 30 años también los engaño el Sr #EzequielAtaucusi indicando que iba a resucitar a los 3 días autoproclamandose profeta.,covid-19,1291084895729713152,2020-08-05 18:53:20,245,MariaCespedesc,Daniel2986
goyonato,"@MariaCespedesc @marialecampos @PCaterianoB @pcmperu Soy irresponsables, y tiene razón Cateriano no tienen experiencia si no hubieran pensado en salvar este barco llamado Perú que se está iendo al precipicio, por no pensar en la gobernabilidad.",covid-19,1291084698937167872,2020-08-05 18:52:34,246,MariaCespedesc,goyonato
JoselitoB3,"@MariaCespedesc @PCaterianoB @pcmperu Seré honesto con uds, los escucho en los debates y veo que muchos de su bancada saben de lo que hablan. Sobretodo ud. que tiene acertadas intervenciones. Democracia es oír y opinar, nunca ningunear por el origen humilde del partido.",covid-19,1291084563318480896,2020-08-05 18:52:01,247,MariaCespedesc,JoselitoB3
astorga_rodrigo,"@MariaCespedesc @PCaterianoB @pcmperu Cateriano muestra sus verdaderos colores, no es más que un patán que no sabe respetar a los demás",covid-19,1291084557693915139,2020-08-05 18:52:00,248,MariaCespedesc,astorga_rodrigo
cin_deli,"@MariaCespedesc @PCaterianoB @pcmperu Pueden tener 50 años de vida como agrupación o partido, eso no significa que estén a la altura de las circunstancias. Eso se evidenció claramente en la negatoria de la confianza.",covid-19,1291084279955501057,2020-08-05 18:50:54,249,MariaCespedesc,cin_deli
arqpalma,@MariaCespedesc @martinhidalgo @PCaterianoB @pcmperu Y en 30 años que han hecho porque yo no me acuerdo de nada de usa solo que hasta ahora esperan que ataucusi reviva.,covid-19,1291084195700375552,2020-08-05 18:50:34,250,MariaCespedesc,arqpalma
ugoestrada,"@MariaCespedesc @PCaterianoB @pcmperu Ustedes son fanáticos religiosos, y obviamente ese fanatismo no les permite razonar como corresponde. 
Con sus votos de ayer ya jodieron al país.",covid-19,1291084144647327746,2020-08-05 18:50:21,251,MariaCespedesc,ugoestrada
LuisDoSaint,@MariaCespedesc @PCaterianoB @pcmperu No permitan que un mediocre insulte al millón de votantes que confiaron en ustedes.,covid-19,1291084052599111681,2020-08-05 18:49:59,252,MariaCespedesc,LuisDoSaint
PradaCotrina,@MariaCespedesc @PCaterianoB @pcmperu Los tiburones se los comieron!! No dan talla!!,covid-19,1291083139725623297,2020-08-05 18:46:22,253,MariaCespedesc,PradaCotrina
pila1144,"@MariaCespedesc @martinhidalgo @PCaterianoB @pcmperu De acuerdo!, pero NO SEAN PARTE DEL CIRCO y no se pongan al lado de la cúpula mafiosa, no transen con esos carroñeros que buscan además la inestabilidad política!",covid-19,1291083136424710147,2020-08-05 18:46:21,254,MariaCespedesc,pila1144
mmmch,"@MariaCespedesc @PCaterianoB @pcmperu Una sarta de fanaticos, eso es lo qué son. ¿De dónde generan ingresos? Quien es su líder actual? ¿Porque esa veneración enfermiza con su fallecido líder? Es una secta llena de fanatismo en la cual no se puede confiar.Solo quieren al final imponer su proyecto con culto a un líder.",covid-19,1291083041411137537,2020-08-05 18:45:58,255,MariaCespedesc,mmmch
IllaryVerdad,"@MariaCespedesc @PCaterianoB @pcmperu #FREPAP Y #FRENTEAMPLIO SON LOS ÚNICOS QUE A CONCIENCIA DEFIENDEN AL #PERU PERO LOS DEMÁS AP, FP, APP, SP, PP SON UNA SARTA DE COMODINES HIPÓCRITAS NEGOCIADORES CHANTAJISTAS KORRUPTOS #reformauniversitarianosenegocia #Fujiaprismo y aliados NUNCA MÁS!",covid-19,1291082902437068800,2020-08-05 18:45:25,256,MariaCespedesc,IllaryVerdad
mercedes220894,@MariaCespedesc @PCaterianoB @pcmperu https://t.co/KbyJFqf3fJ,covid-19,1291082671557357569,2020-08-05 18:44:30,257,MariaCespedesc,mercedes220894
mercedes220894,"@MariaCespedesc @PCaterianoB @pcmperu cateriano tiene razón
ustedes son unos oportunistas que no tienen carrera profesional y estan en el congreso
¿que temas van a debatir en el congreso economia, salud, transporte? si no saben nada tienen los conocimientos de una persona de 17 años #Analfabetos",covid-19,1291082327213453312,2020-08-05 18:43:08,258,MariaCespedesc,mercedes220894
William_MoraA,"@MariaCespedesc @PCaterianoB @pcmperu 30 Años sin experiencia en Politica, limitense a obrar bien y ganar ello., para intentar las proximas elecciones.
Lamentablemente dejatse llevar por otros partidos truchos deja que pensar.",covid-19,1291082166185713665,2020-08-05 18:42:30,259,MariaCespedesc,William_MoraA
JaimePinco,@MariaCespedesc @PCaterianoB @pcmperu Zapatero a sus zapatos uds están en nada,covid-19,1291082044366348290,2020-08-05 18:42:01,260,MariaCespedesc,JaimePinco
VictorA49667446,@MariaCespedesc @PCaterianoB @pcmperu Decir que desconocen algun tema es discriminatorio??,covid-19,1291081953102397440,2020-08-05 18:41:39,261,MariaCespedesc,VictorA49667446
JaimePinco,"@MariaCespedesc @PCaterianoB @pcmperu Están en nada, no tienen ni idea de lo que quieren y de que forma hacerlo",covid-19,1291081938174959617,2020-08-05 18:41:35,262,MariaCespedesc,JaimePinco
Ani51004983,@MariaCespedesc @PCaterianoB @pcmperu No se cree nada de lo que exponen. Ha primado la delincuencia organizada en el congreso de la cual ustedes forman parte.,covid-19,1291081726316490753,2020-08-05 18:40:45,263,MariaCespedesc,Ani51004983
ilopez0903,@MariaCespedesc @PCaterianoB @pcmperu Disculpe pero discriminación es decir q son un partido sin experiencia ??  Q son unos fanaticos de su religión??,covid-19,1291081699741388800,2020-08-05 18:40:39,264,MariaCespedesc,ilopez0903
ThiagoAreevalo,@MariaCespedesc @PCaterianoB @pcmperu Las propuestas sin fundamentos también nos ofende señora . Vuelva a primaria,covid-19,1291081581742813184,2020-08-05 18:40:10,265,MariaCespedesc,ThiagoAreevalo
CeciGaravito,"@MariaCespedesc @PCaterianoB @pcmperu Señora Congresista, ¿por qué están en contra del Ministro de Educación? Pregunta seria.",covid-19,1291081548532523008,2020-08-05 18:40:02,266,MariaCespedesc,CeciGaravito
saratsuzuki,@MariaCespedesc @PCaterianoB @pcmperu https://t.co/WIEQIFSH2N,covid-19,1291081536910098432,2020-08-05 18:40:00,267,MariaCespedesc,saratsuzuki
Guigodu,"@MariaCespedesc @PCaterianoB @pcmperu Como diría él del ego colosal, demuestrenlo pues... Y por favor dejen de tumbarse el bosque amazónico para hacer agricultura carajo!!!",covid-19,1291081329388511232,2020-08-05 18:39:10,268,MariaCespedesc,Guigodu
CondeElviz,"@MariaCespedesc @PCaterianoB @pcmperu Treinta años de militancia en que?, por qué? y para qué? ... con sus actos demuestran que es o que quieren ... o no se dan cuenta?",covid-19,1291081176317337602,2020-08-05 18:38:34,269,MariaCespedesc,CondeElviz
virodry,"@MariaCespedesc @PCaterianoB @pcmperu En esta oportunidad Uds. actuaron consciente o inconscientemente siguiendo el guión de los corruptos,Merino ya aceptó implícitamente que chantajeó a Cateriano,habrá mea culpa de Ud. y su grupo?.",covid-19,1291080974546214913,2020-08-05 18:37:46,270,MariaCespedesc,virodry
S10Pape,@MariaCespedesc @PCaterianoB @pcmperu La verdad es discriminatoria ....la humildad reimbindica....hay q aceptar nuestras deficiencias para superarlas,covid-19,1291080931256795143,2020-08-05 18:37:35,271,MariaCespedesc,S10Pape
sharo1953,"@MariaCespedesc @PCaterianoB @pcmperu Ud. Siga adelante y ud. Mejor que muchos conoce el Perú de a pie , sin rencores,  ni odios , todo fluye . Cateriano y Vizcarra han separado con sus odios y ambiciones a los peruanos. Felicito su votación 👏  esta vez tuvieron toda la razón.",covid-19,1291080846557040641,2020-08-05 18:37:15,272,MariaCespedesc,sharo1953
mlupitaopina,"@MariaCespedesc @PCaterianoB @pcmperu Las declaraciones d Cateriano no contienen insultos! En todo caso ""Rechace"" las definiciones de la RAE 🤷‍♀️ https://t.co/Dw1vSqlDdV",covid-19,1291080754395521025,2020-08-05 18:36:53,273,MariaCespedesc,mlupitaopina
AntonioAyacucho,"@MariaCespedesc @PCaterianoB @pcmperu Hermanos del @peru_frepap creo Vacando al inepto de Vizcarra, nos podemos ahorrar un año de atraso, de miseria y muertos, está en sus manos del @congresoperu hacer valer la voluntad de los peruanos, NOSOTROS NO HEMOS ELEGIDO A UN COMUNISTA, QUE SE RESPETE EL PLAN DE GBNO DE PPK",covid-19,1291080375456927746,2020-08-05 18:35:23,274,MariaCespedesc,AntonioAyacucho
WGTP_2018,"@MariaCespedesc @PCaterianoB @pcmperu EN FIN LA HIPOCRESIA
@weareoneEXO https://t.co/FvXH2sbWgP",covid-19,1291080205008805891,2020-08-05 18:34:42,275,MariaCespedesc,WGTP_2018
Erika180979,"@MariaCespedesc @PCaterianoB @pcmperu Pero en realidad, saben algo del manejo de las instituciones ??? Si es así, demuestrénlo y dejen de cometer actos irresponsables y burradas como la cometida en las últimas 72 horas ... déjense de complejos y pónganse a trabajar por el bien del país.",covid-19,1291080198948106241,2020-08-05 18:34:41,276,MariaCespedesc,Erika180979
JuanHoso,"@MariaCespedesc @PCaterianoB @pcmperu QUE RECHAZAN??? qué son IGNORANTES, pues si, son bien IGNORANTES, ¿que son extremistas religiosos y sectarios??? pues si son todo eso, ¿ustedes creen que un voto consciente los llevó al congreso?, pues no, fue un voto estúpido y emocional.",covid-19,1291080100352581633,2020-08-05 18:34:17,277,MariaCespedesc,JuanHoso
PropanoHxC,"@MariaCespedesc @PCaterianoB @pcmperu @PCaterianoB es un pobre diablo, político frustrado, hace historia como el peor presidente de concejo de ministro. Chupamedias de Nadine, tan limitado que tenían que darle luz verde. No le haga caso a ese payaso, estimada María.",covid-19,1291080023416475657,2020-08-05 18:33:59,278,MariaCespedesc,PropanoHxC
payola73,@MariaCespedesc @PCaterianoB @pcmperu Que raro nunca lo vi en acción con otros gobiernos,covid-19,1291079998825267203,2020-08-05 18:33:53,279,MariaCespedesc,payola73
rocio_soldado,"@MariaCespedesc @PCaterianoB @pcmperu En los momentos cruciales para el país terminan haciéndole el juego a las organizaciones criminales enquistadas en el @congresoperu. Así fue cuando Chechade los llevo de las narices y votaron para mantener la candidatura de sentenciados y blindarse.
@FrepapBancada @BancadaAPP https://t.co/GJv0v5pD1O",covid-19,1291079892780617728,2020-08-05 18:33:28,280,MariaCespedesc,rocio_soldado
Laloca8opina,"@MariaCespedesc @PCaterianoB @pcmperu Es un hecho y aceptenlo, son muy ignorantes en estos temas, eso no es un delito. Infórmense bien y dejen ser los borregos de los congresistas lobos que los han arreado muy bien!",covid-19,1291079805107150850,2020-08-05 18:33:07,281,MariaCespedesc,Laloca8opina
roberto9023,@MariaCespedesc @PCaterianoB @pcmperu ustedes no saben nada se dejan embaucar por los demás congresistas lobos q hay ahi . ustedes son fácil de manipular solo los demás les dicen uy ese es minero no le interesa la vida de las personas y ustedes caen redondo son patéticos lárguense ignorantes.,covid-19,1291079361899175938,2020-08-05 18:31:21,282,MariaCespedesc,roberto9023
Atuspariano_18,@MariaCespedesc @PCaterianoB @pcmperu Muy buena respuesta para alguien tan soberbio como @PCaterianoB  el chacal de la confiep,covid-19,1291079338285322240,2020-08-05 18:31:15,283,MariaCespedesc,Atuspariano_18
ERiveralp,"@MariaCespedesc @PCaterianoB @pcmperu @PBODigital cáterino Un hombre totalmente amargado cuyo éxito que dice tener,depende de otro !Que me nombren aquí, allá, todos puestos de confianza!!sin ser especialista.Cateriano Politico quién dice ?un hombre totalmente confrontacional!",covid-19,1291079316827144194,2020-08-05 18:31:10,284,MariaCespedesc,ERiveralp
Cari65440176,"@MariaCespedesc @PCaterianoB @pcmperu Escuche una entrevista que dio usted en una emisora el 3 de agosto, y fue así como se mostró usted, tal como lo describió Cateriano. Y no se trata de discriminación sino de una realidad triste y con sus actos los demuestran.",covid-19,1291079209201303553,2020-08-05 18:30:45,285,MariaCespedesc,Cari65440176
LuisArizaga20,"@MariaCespedesc @PCaterianoB @pcmperu Irresponsables! ahora más que nunca se necesita trabajar juntos, la corrupción no la van a solucionar   en menos de un año que les queda en el congreso. Uds están sólo x el antivoto a los partidos tradicionales. Lo que venian haciendo relativamente bien lo tiraron al tacho.pésimo",covid-19,1291079163139497987,2020-08-05 18:30:34,286,MariaCespedesc,LuisArizaga20
RobertoArenas75,"@MariaCespedesc @PCaterianoB @pcmperu Pero el señor Cateriano está diciendo la verdad, uds son fanáticos y cuando el fanatismo religioso se combina con la política solo resulta en intereses pragmáticos. Decirles fanáticos no es discriminarlos, solo con su manera de vestir se nota esa actitud religiosa extremista.",covid-19,1291079086815813636,2020-08-05 18:30:16,287,MariaCespedesc,RobertoArenas75
NicolasACCH,"@MariaCespedesc @PCaterianoB @pcmperu Tiene algo de razón el señor Pedro Cateriano, muchos no terminaron la secundaria, la congresista de ICA del Frepap no supo ni leer la hoja de su propia exposición, no sabe pronunciar las palabras presidente, mortalidad, etc etc",covid-19,1291079064938258432,2020-08-05 18:30:10,288,MariaCespedesc,NicolasACCH
Jamigurs,"@MariaCespedesc @martinhidalgo @PCaterianoB @pcmperu No rechazes, mejor has bien tu trabajo.Dios te va a juzgar por las muertes y la inaccion de tu bancada durante Esto tiempos de crisis. Aplaga tu furia sr. Contra los que quieren destruir el pais en base a la ignorancia interpretada en compradasgo",covid-19,1291079010391330818,2020-08-05 18:29:57,289,MariaCespedesc,Jamigurs
Moon_Killer123,"@MariaCespedesc @PCaterianoB @pcmperu Esto deja la lección de no votar siguiendo una broma, primero se piensa en el bienestar del país.",covid-19,1291078996684419075,2020-08-05 18:29:54,290,MariaCespedesc,Moon_Killer123
